objectID,title,artistDisplayName,artistNationality,artistDisplayBio,objectDate,objectBeginDate,objectEndDate,department,classification,medium,culture,country,region,repository,objectURL,period,group,clean_title,title_length,happiness_score
261236,Greta Garbo,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",1926,1926,1926,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261236,1900-1950,European,greta garbo,2,
261238,Isadora Duncan,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",ca. 1925,1923,1927,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261238,1900-1950,European,isadora duncan,2,
261239,Katherine Cornell,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",ca. 1925,1923,1927,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261239,1900-1950,European,katherine cornell,2,5.390000000000001
261240,"John D. Rockefeller, Jr.",Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",ca. 1925,1923,1927,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261240,1900-1950,European,john d rockefeller jr,4,5.1850000000000005
261571,Wiener Typen,Emil Mayer,Austrian,"Austrian, 1871–1938",1900s–1910s,1900,1919,Photographs,Portfolios,Bromoil prints,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261571,1900-1950,European,wiener typen,2,
261572,Fiaker,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261572,1900-1950,European,fiaker,1,
261573,Wachman als Wegweiser,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261573,1900-1950,European,wachman als wegweiser,3,4.58
261574,Schulausflug,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261574,1900-1950,European,schulausflug,1,
261575,Einspönnerstandplatz,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261575,1900-1950,European,einsp nnerstandplatz,2,
261576,Die Juwelierauslage,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261576,1900-1950,European,die juwelierauslage,2,1.74
261577,Dienstmann,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261577,1900-1950,European,dienstmann,1,
261578,Das Mittagsmahl,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261578,1900-1950,European,das mittagsmahl,2,5.0
261579,Der Stammgast,Emil Mayer,Austrian,"Austrian, 1871–1938",ca. 1910,1908,1912,Photographs,Photographs,Bromoil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261579,1900-1950,European,der stammgast,2,4.88
261632,"Coin rue du Cimitière, Saint-Benoît",Eugène Atget,French,"French, Libourne 1857–1927 Paris",1923,1923,1923,Photographs,Photographs,Gelatin silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261632,1900-1950,European,coin rue du cimiti re saint beno t,8,5.71
261743,Margaret Mower,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",1929,1929,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261743,1900-1950,European,margaret mower,2,5.4
261744,Margaret Mower in The Wonderful Visit by H. G. Wells,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",1920s,1920,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261744,1900-1950,European,margaret mower in the wonderful visit by h g wells,10,5.597777777777777
261751,Alice Hahn Goodman,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",ca. 1935,1933,1937,Photographs,Transparencies,Transparency,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261751,1900-1950,European,alice hahn goodman,3,5.789999999999999
261763,[Couple Asleep in Bed],José Frappa,French,"French, Saint-Etienne 1845–1904 Paris",1890s–1900s,1890,1909,Photographs,Photographs,Gelatin silver print with applied color,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261763,1900-1950,European,couple asleep in bed,4,6.529999999999999
261792,[Five Children Holding Snowballs],Arnold Mocsigay,"German, born Hungary","German, born Hungary, 1840–1911",ca. 1900,1898,1902,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261792,1900-1950,European,five children holding snowballs,4,6.0
260722,Peking,Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1949, printed ca. 1972",1949,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260722,1900-1950,European,peking,1,
260723,"In the Last Days of the Kuomintang, Peking",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1949, printed ca. 1972",1949,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260723,1900-1950,European,in the last days of the kuomintang peking,8,4.983333333333333
261000,"""God"" by Baroness Elsa von Freytag-Loringhoven and Morton Schamberg",Elsa von Freytag-Loringhoven,German,"German, 1874–1927",1917,1917,1917,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261000,1900-1950,European,god by baroness elsa von freytag loringhoven and morton schamberg,10,5.5760000000000005
261122,"Torn Poster, Chicago",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1948, printed 1970s",1948,1948,Photographs,Photographs,Dye transfer print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261122,1900-1950,European,torn poster chicago,3,5.016666666666667
261123,"Tram Lines, New York",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1949, printed 1970s",1949,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261123,1900-1950,European,tram lines new york,4,5.8999999999999995
261124,"French Family on Holiday, Ambleteuse, France",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1937, printed 1970s",1937,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261124,1900-1950,European,french family on holiday ambleteuse france,6,6.647999999999999
261125,"Denture Shop Display, Rawalpindi, India",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1942, printed 1970s",1942,1942,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261125,1900-1950,European,denture shop display rawalpindi india,5,6.266666666666666
261126,"Fair, Hampstead, England",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1937, printed 1970s",1937,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261126,1900-1950,European,fair hampstead england,3,6.62
261127,"Pidgeons, Trafalgar Square, London",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1935, printed 1970s",1935,1935,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261127,1900-1950,European,pidgeons trafalgar square london,4,5.970000000000001
261128,"Shop Window Dummies, Budapest",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1936, printed 1970s",1936,1936,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261128,1900-1950,European,shop window dummies budapest,4,6.43
261129,"Marketplace, Jodhpur, India",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1942, printed 1970s",1942,1942,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261129,1900-1950,European,marketplace jodhpur india,3,6.42
261130,"Moroccan Pavilion, Paris Exposition",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1937, printed 1970s",1937,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261130,1900-1950,European,moroccan pavilion paris exposition,4,6.86
261131,"Clochards, Seine Embankment, Paris",Ferenc Berko,Hungarian,"Hungarian, 1916–2000","1936, printed 1970s",1936,1936,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261131,1900-1950,European,clochards seine embankment paris,4,6.86
260001,"Sarah Bernhardt dans ""Angelo"", Mars 1905",Henri Manuel,French,"French, 1874–1947",1905,1905,1905,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260001,1900-1950,European,sarah bernhardt dans angelo mars,5,5.333333333333333
260094,Fry,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",1900s–1910s,1900,1919,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260094,1900-1950,European,fry,1,5.62
260095,John Singer Sargent,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",1900s–1910s,1900,1919,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260095,1900-1950,European,john singer sargent,3,5.95
260096,Broadway at Night,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1910,1908,1912,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260096,1900-1950,European,broadway at night,3,5.826666666666667
260097,Tunnel Builders,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1910,1908,1912,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260097,1900-1950,European,tunnel builders,2,5.38
260098,Edge of Black Country,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1909,1907,1911,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260098,1900-1950,European,edge of black country,4,5.2700000000000005
260099,Lord of the Dynamos,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1909,1907,1911,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260099,1900-1950,European,lord of the dynamos,4,5.420000000000001
260363,"The Pageant of Peking, Comprising Sixty-Six Vandyke Photogravures of Peking and Environs from Photographs by Donald Mennie",Donald Mennie,British,"British, 1899–1941",1920s,1920,1929,Photographs,Books,Photogravures,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260363,1900-1950,European,the pageant of peking comprising sixty six vandyke photogravures of peking and environs from photographs by donald mennie,18,5.322500000000002
261910,"""Lella,"" Brittany",Edouard Boubat,French,"French, 1923–1999","1949, printed ca. 1976",1949,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261910,1900-1950,European,lella brittany,2,
261913,Leonor Fini,Peter Rose Pulham,British,"British, 1910–1956",1946,1946,1946,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261913,1900-1950,European,leonor fini,2,
261931,Comet,Lotte Jacobi,"American, born Germany","American, born Germany, 1896–1990",1946–55,1946,1955,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261931,1900-1950,European,comet,1,
261934,Aristolochia Clematitis,Karl Blossfeldt,German,"German, 1865–1932","ca. 1928, printed 1975",1926,1930,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261934,1900-1950,European,aristolochia clematitis,2,
261964,The Rubáiyát of Omar Khayyám,Mabel Eardley-Wilmot,British,British,1910s,1910,1919,Photographs,Books,Photogravures,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261964,1900-1950,European,the rub iy t of omar khayy m,8,4.960000000000001
262019,Allan Priest,Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",1920s,1920,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262019,1900-1950,European,allan priest,2,5.39
262090,"Caresse Crosby with Her Dog, Narcisse",André Dürst,French,"French, 1907–1949",1930s,1930,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262090,1900-1950,European,caresse crosby with her dog narcisse,6,6.086666666666666
262105,"Ballet Practice at the Grand Opera, Paris",Lucien Aigner,Hungarian,"Hungarian, Ersekújvár 1901–1999 Waltham, Massachusetts",1934,1934,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262105,1900-1950,European,ballet practice at the grand opera paris,7,5.871428571428572
262106,"Haile Salassie, Former Emperor of Ethiopia, Photographed at the Railway Station of Geneva on His Arrival to the League of Nation's Historic Session",Lucien Aigner,Hungarian,"Hungarian, Ersekújvár 1901–1999 Waltham, Massachusetts",1935,1935,1935,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262106,1900-1950,European,haile salassie former emperor of ethiopia photographed at the railway station of geneva on his arrival to the league of nation s historic session,24,5.349444444444445
262107,Winston Churchill Lighting a Match,Lucien Aigner,Hungarian,"Hungarian, Ersekújvár 1901–1999 Waltham, Massachusetts",ca. 1935,1933,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262107,1900-1950,European,winston churchill lighting a match,5,5.733333333333333
262236,Nigella Damascena Spinnenkopf,Karl Blossfeldt,German,"German, 1865–1932","ca. 1932, printed 1976",1930,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262236,1900-1950,European,nigella damascena spinnenkopf,3,
262237,Der Boxer Heinz Heese,August Sander,German,"German, 1876–1964",ca. 1928,1926,1930,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262237,1900-1950,European,der boxer heinz heese,4,4.88
262238,"[Worker's Housing Complex, Cologne]",Werner Mantz,German,"German, Cologne 1901–1983 Eijsden",1929,1929,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262238,1900-1950,European,worker s housing complex cologne,5,5.5600000000000005
262302,Jean Schlumberger,André Dürst,French,"French, 1907–1949",1930s,1930,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262302,1900-1950,European,jean schlumberger,2,5.82
262303,Claude Herndon,André Dürst,French,"French, 1907–1949",1930s,1930,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262303,1900-1950,European,claude herndon,2,
262304,Umberto di Savoia,Petri,Italian,Italian,1945,1945,1945,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262304,1900-1950,European,umberto di savoia,3,4.84
259584,Dynamic Symbol,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",ca. 1939,1937,1941,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259584,1900-1950,European,dynamic symbol,2,6.27
259585,The Last Load,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",1930s,1930,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259585,1900-1950,European,the last load,3,4.486666666666667
259586,City - Thy Name Be Blessed,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",1930–34,1930,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259586,1900-1950,European,city thy name be blessed,5,6.0840000000000005
259587,The Doctor,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",1940s,1940,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259587,1900-1950,European,the doctor,2,5.16
259588,Circular Rhythm,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",1946,1946,1946,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259588,1900-1950,European,circular rhythm,2,6.145
259589,Light and Shade,Adolf Fassbender,"American, born Germany","American (born Germany), 1884–1980",1939,1939,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259589,1900-1950,European,light and shade,3,5.906666666666666
259729,St. Cloud near Paris,Eugène Atget,French,"French, Libourne 1857–1927 Paris",1923,1923,1923,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259729,1900-1950,European,st cloud near paris,4,5.77
259730,"Rue Laplace and Rue Valette, Paris",Eugène Atget,French,"French, Libourne 1857–1927 Paris",1926,1926,1926,Photographs,Photographs,Gelatin silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259730,1900-1950,European,rue laplace and rue valette paris,6,6.04
259746,[Oriental Statue],Arnold Genthe,"American, born Germany","American (born Germany), Berlin 1869–1942 New Milford, Connecticut",1920s–30s,1920,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259746,1900-1950,European,oriental statue,2,
259831,Labor 2,Tina Modotti,Italian,"Italian, 1896–1942",1927,1927,1927,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259831,1900-1950,European,labor,1,4.22
262906,Max Ernst,Josef Breitenbach,"American, born Germany","American, born Germany, Munich 1896–1984 New York",1939,1939,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262906,1900-1950,European,max ernst,2,5.7
263831,[Escorial. The Monastery from the Prison of the Romeral],C. Huerta,Spanish,Spanish,1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263831,1900-1950,European,escorial the monastery from the prison of the romeral,9,4.5200000000000005
263832,[Pantheon of the Kings],C. Huerta,Spanish,Spanish,1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263832,1900-1950,European,pantheon of the kings,4,5.286666666666668
263857,"[Young Girl with Flowers, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1903,1903,1903,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263857,1900-1950,European,young girl with flowers sicily italy,6,6.656000000000001
263858,"[Nude Study: Woman from Behind, Young Man, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263858,1900-1950,European,nude study woman from behind young man sicily italy,9,5.8525
263859,"[Elderly Man and Young Boy at Garden Fountain, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1902,1902,1902,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263859,1900-1950,European,elderly man and young boy at garden fountain sicily italy,10,6.004444444444444
263860,"[Young Woman, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263860,1900-1950,European,young woman sicily italy,4,6.613333333333333
263861,"[Young Man in White Robe and Head Gear Holding Scabbard, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263861,1900-1950,European,young man in white robe and head gear holding scabbard sicily italy,12,5.8711111111111105
263863,"[Nude Young Child with Dog in Lap, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263863,1900-1950,European,nude young child with dog in lap sicily italy,9,6.1325
263864,"[Young Girl [?] with Cloak of Cloth Over Head, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1906,1906,1906,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263864,1900-1950,European,young girl with cloak of cloth over head sicily italy,10,5.9225
263865,"Mico Lo Giudice-Berbiredolu ""Il mago del mandolino""",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263865,1900-1950,European,mico lo giudice berbiredolu il mago del mandolino,8,4.746666666666667
263866,"[Young Girl Wrapped in Cloth, Sicily, Italy]",Wilhelm von Gloeden,"Italian, born Germany","Italian (born Germany), 1886–1931",1890s–1900s,1890,1909,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263866,1900-1950,European,young girl wrapped in cloth sicily italy,7,6.216666666666666
263952,Doppelle Belichtung. E. Collein mit grammophon,Heinz Loew,German,"German, 1903–1981",1927–28,1927,1928,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263952,1900-1950,European,doppelle belichtung e collein mit grammophon,6,5.05
263957,King Edward VII and Queen Alexandra,William Downey,British,"British, 1829–1915",1890s–1900s,1890,1909,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263957,1900-1950,European,king edward vii and queen alexandra,6,5.576666666666665
263995,"Plane Tree, Paris",Brassaï,"French, born Romania (Transylvania)","French (born Romania), Brașov 1899–1984 Côte d'Azur",1945,1945,1945,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/263995,1900-1950,European,plane tree paris,3,6.760000000000001
265223,"Juchitán, Mexique",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1934, printed 1946",1934,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265223,1900-1950,European,juchit n mexique,3,
265224,"Listening to a Soap Box Orator, Hyde Park, London",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1945,1945,1945,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265224,1900-1950,European,listening to a soap box orator hyde park london,9,5.954285714285715
265225,"Coronation of King George VI, Trafalgar Square, London",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1937,1937,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265225,1900-1950,European,coronation of king george vi trafalgar square london,8,5.546666666666667
265226,"Kurukshetra, India",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1948,1948,1948,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265226,1900-1950,European,kurukshetra india,2,6.42
265227,"Bali, Indonesia",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1950,1950,1950,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265227,1900-1950,European,bali indonesia,2,5.08
265228,"[Cases of Coca-Cola Bottles on Bank of River, with Sailing Vessels]",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1940s,1940,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265228,1900-1950,European,cases of coca cola bottles on bank of river with sailing vessels,12,5.619999999999999
265230,"[Landscape, Man on Donkey]",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1940s,1940,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265230,1900-1950,European,landscape man on donkey,4,6.046666666666667
265231,"Palni, South India",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1950,1950,1950,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265231,1900-1950,European,palni south india,3,6.29
